Fare_Log,Pclass_Fare,FarePerPerson_Log,Pclass_Age,Age_Log,Sex_female,Title_Mr,Pclass,FamilySize,Title_Mrs,Parch,SibSp,Title_Miss,Embarked_S,Deck_U,Survived
3.285374922818406,9.85612476845522,3.285374922818406,132.6151062304553,3.8112084835128095,0,1,3,1,0,0,0,0,1,1,0
4.280810297810421,4.280810297810421,4.280810297810421,28.607194141219725,3.388017377110765,1,0,1,1,1,0,0,0,1,0,1
3.0693637036081323,9.208091110824396,1.8135291149228343,77.76327510941783,3.292910057562694,1,0,3,4,0,3,0,1,0,0,1
1.9788888941235387,5.936666682370616,1.9788888941235387,140.65015275199076,3.868768560118898,0,1,3,1,0,0,0,0,1,0,1
3.036211809441982,3.036211809441982,2.0292967103630537,5.794447870094313,1.916105788980789,1,0,1,3,1,0,2,0,1,1,1
2.869653044454508,8.608959133363523,2.869653044454508,56.72346752742756,2.99111274540214,0,1,3,1,0,0,0,0,0,1,0
5.122767966846247,5.122767966846247,4.4355626030122,39.61218016877267,3.704068025772401,1,0,1,2,1,0,1,0,0,1,1
4.558578453495892,4.558578453495892,2.5499108827774704,24.67927721598228,3.245684332630577,1,0,1,8,0,6,1,1,1,1,1
3.025931647284833,9.0777949418545,2.0199215179036303,103.71821713773562,3.571579587378919,0,1,3,3,0,1,1,0,1,1,0
3.2565954118952147,9.769786235685643,3.2565954118952147,162.74607023745943,4.011844631142196,0,1,3,1,0,0,0,0,1,1,0
2.617965013885501,7.853895041656504,2.617965013885501,119.52103554099511,3.709670445276704,0,1,3,1,0,0,0,0,1,1,0
2.9693574969186787,5.938714993837357,2.3262723223072,89.00028999232492,3.817715512680672,0,1,2,2,0,0,1,0,0,0,0
4.687711922332873,4.687711922332873,4.687711922332873,28.607194141219725,3.388017377110765,0,1,1,1,0,0,0,0,1,0,1
2.9549206956461496,8.864762086938448,2.9549206956461496,89.99499576051807,3.433933394010701,0,0,3,1,0,0,0,0,1,1,0
1.9473662313099775,3.894732462619956,1.099744980264043,57.21438828243945,3.388017377110765,0,1,2,3,0,2,0,0,1,1,0
4.603030899345307,4.603030899345307,3.524263228788791,23.17342873601471,3.1852540438191936,1,0,1,3,1,2,0,0,1,1,1
2.6386643952838176,7.915993185851453,1.049547086679244,19.772309526579004,2.0269330147479443,1,0,3,7,0,5,1,1,0,1,1
3.818241856060759,3.818241856060759,3.146823277342789,23.56631482373541,3.201376188459984,0,1,1,2,0,1,0,0,1,0,1
2.598346936010247,7.795040808030741,2.598346936010247,16.999311139093766,1.8970855412473944,0,1,3,1,0,0,0,0,0,1,1
2.235034038731766,4.470068077463532,2.235034038731766,89.26702841644618,3.820642407275628,0,1,2,1,0,0,0,0,1,1,0
0.6484635729333053,1.945390718799916,0.6484635729333053,104.69031986545446,3.5806474109111366,0,1,3,1,0,0,0,0,1,0,0
3.075859593032463,6.151719186064926,3.075859593032463,59.883261238110414,3.4321025463759405,1,0,2,1,0,0,0,1,0,1,0
3.0547838941465515,9.164351682439657,3.0547838941465515,79.91358188308536,3.3191865945903425,0,0,3,1,0,0,0,0,0,0,0
2.417849403768804,7.253548211306413,1.8100658797106883,183.51113585426447,4.1298786583075495,0,1,3,2,0,1,0,0,0,1,0
3.6099309392597054,3.6099309392597054,2.943477991249639,28.607194141219725,3.388017377110765,0,0,1,2,0,1,0,0,0,1,1
2.022553679472788,6.067661038418363,1.1587243608527673,54.16126111329401,2.9472641270139617,0,1,3,3,0,2,0,0,1,1,1
2.9118940386380348,8.735682115914104,2.271692802051512,61.35004383673203,3.065725326597291,1,0,3,2,1,1,0,0,1,1,1
3.3083179119536754,9.924953735861026,1.560820733301894,73.93485231530201,3.244346701235854,1,0,3,7,1,6,0,0,0,1,1
3.00387899868976,9.011636996069278,3.00387899868976,183.51113585426447,4.1298786583075495,0,1,3,1,0,0,0,0,1,1,0
3.194841295693431,9.584523887080293,1.92447855285227,85.82158242365918,3.388017377110765,0,1,3,4,0,1,2,0,1,0,0
1.7261537121300612,5.178461136390183,1.7261537121300612,36.64283275286394,2.581297880219805,0,1,3,1,0,0,0,0,1,1,0
4.398189066057626,4.398189066057626,4.398189066057626,29.90461961245976,3.4309056747507376,1,0,1,1,1,0,0,0,1,1,1
4.912173152073963,4.912173152073963,3.331736543553045,23.833986853124628,3.2122131526043445,1,0,1,5,0,4,0,1,0,1,1
2.710786454145091,2.710786454145091,1.206025695701757,18.272067953470422,2.9586567913270274,0,1,1,6,0,2,3,0,1,0,1
2.6683595108603293,5.336719021720659,2.6683595108603293,29.777011201218087,2.7655959295941317,0,1,2,1,0,0,0,0,0,1,0
3.415106861431493,6.830213722862987,2.754303817619645,13.29361280553885,2.034288096985948,1,0,2,2,1,0,1,0,1,1,1
3.160581236414488,6.321162472828976,3.160581236414488,66.6872228132196,3.5364160161194227,0,1,2,1,0,0,0,0,1,1,0
1.837226658108036,5.511679974324108,1.015121978169084,119.23411563702436,3.7073258978053176,1,0,3,3,1,0,2,0,1,1,0
1.5458163041367756,3.0916326082735512,0.6538604652285682,57.21438828243945,3.388017377110765,0,1,2,4,0,2,1,0,1,1,1
3.537277190979349,7.074554381958698,3.537277190979349,37.539671437729965,2.98415732753065,0,1,2,1,0,0,0,0,1,1,0
1.4877447421553764,4.463234226466129,1.4877447421553764,147.37849438749322,3.9145431231788055,0,1,3,1,0,0,0,0,1,1,0
4.758919070820836,4.758919070820836,4.758919070820836,28.607194141219725,3.388017377110765,0,1,1,1,0,0,0,0,1,1,0
2.2757892702068827,6.827367810620649,2.2757892702068827,180.8883097043189,4.115716272157687,0,0,3,1,0,0,0,0,1,1,0
4.922557166512294,4.922557166512294,4.922557166512294,27.472841997430947,3.348950720594133,1,0,1,1,1,0,0,0,1,1,1
1.733918469538205,5.201755408614615,0.9377651635406992,51.34998174939215,2.8968319891013,0,1,3,3,0,2,0,0,1,0,0
3.5530139109067878,10.65904173272036,3.5530139109067878,4.932440500539858,0.972348455059132,0,1,3,1,0,0,0,0,1,1,1
4.655054037577627,4.655054037577627,4.655054037577627,41.32494611190616,3.74537665482066,0,1,1,1,0,0,0,0,1,1,1
4.730511254288914,4.730511254288914,4.730511254288914,24.76147613613743,3.2488802030158586,0,1,1,1,0,0,0,0,0,1,0
2.056121736358219,6.168365209074657,2.056121736358219,83.46624083008291,3.3611417696698824,0,1,3,1,0,0,0,0,1,0,0
2.5597821844331072,7.679346553299322,1.9411129465715091,122.18023238531252,3.731142269235993,0,0,3,2,0,1,0,0,0,1,0
2.575691453993439,7.727074361980316,1.1063820259324704,85.82158242365918,3.388017377110765,1,0,3,6,0,0,5,1,0,0,1
3.3452793746700387,10.035838124010116,3.3452793746700387,141.3958343081102,3.873946089092711,0,1,3,1,0,0,0,0,1,1,0
4.654234598262359,4.654234598262359,3.970563574762081,13.552221682638889,2.6777436749259893,0,1,1,2,0,0,1,0,0,1,0
3.2748137163959523,6.549627432791905,3.2748137163959523,99.92505298948848,3.931090588032296,0,1,2,1,0,0,0,0,1,0,0
4.71521133039241,4.71521133039241,4.71521133039241,26.897344229423343,3.3285314953870104,1,0,1,1,1,0,0,0,0,0,1
2.9459588761691653,8.837876628507496,2.9459588761691653,142.89431651728603,3.884270211456821,1,0,3,1,1,0,0,0,0,0,1
1.0593169060604677,3.1779507181814024,0.6638213511781166,97.86184503965622,3.515139420889261,1,0,3,2,0,1,0,1,1,1,1
3.72551750814934,7.451035016298679,3.056185115911297,66.10470257971183,3.527899084245349,0,1,2,2,0,0,1,0,1,0,0
3.716630798644761,3.716630798644761,3.716630798644761,16.29660055486405,2.850509982476293,0,1,1,1,0,0,0,0,1,1,1
3.026067473350064,6.052134946700128,3.026067473350064,57.53475486307077,3.3934130768084,0,1,2,1,0,0,0,0,1,1,0
3.5922253716768635,7.184450743353727,2.285306677193773,69.47106965081699,3.576145566990854,0,1,2,4,0,0,3,0,1,0,0
3.383610298235104,10.150830894705312,2.3506448317376054,85.82158242365918,3.388017377110765,0,0,3,3,0,2,0,0,1,1,0
3.017865516188453,9.05359654856536,1.444861966767684,69.23711781001789,3.181341722219696,0,0,3,6,0,0,5,0,1,0,0
2.298818006424802,6.8964540192744055,0.9137809182585984,37.470765354494496,2.601967581691311,0,1,3,6,0,0,5,0,1,1,0
2.709509136338454,8.128527409015362,1.7358884616190802,90.92163994504396,3.4438485283436027,0,1,3,3,0,2,0,0,0,1,0
4.5363387300443785,4.5363387300443785,4.5363387300443785,35.68840162072302,3.6024606729789586,1,0,1,1,1,0,0,0,0,1,1
2.748494524313634,8.245483572940902,2.748494524313634,61.18808224778431,3.0632052700258243,0,1,3,1,0,0,0,0,1,1,0
1.4254189158039408,4.276256747411822,1.4254189158039408,85.82158242365918,3.388017377110765,0,0,3,1,0,0,0,0,1,1,0
3.1814189951574594,9.544256985472378,3.1814189951574594,125.22363503497728,3.755163599473373,1,0,3,1,1,0,0,0,1,1,1
2.7131505057411527,8.139451517223458,1.508329455061056,85.82158242365918,3.388017377110765,0,1,3,4,0,0,3,0,1,1,0
2.1068378131615955,6.320513439484786,1.5284664402589758,147.6312977685355,3.916222825614197,1,0,3,2,0,0,1,1,0,1,1
2.303874261658917,6.911622784976752,2.303874261658917,85.82158242365918,3.388017377110765,0,0,3,1,0,0,0,0,1,1,0
3.1654117549988765,6.330823509997753,1.5650853873633053,28.702192473364835,2.731186887553716,0,1,2,6,0,5,0,0,1,1,1
2.69831631349018,2.69831631349018,2.070318805775477,24.909756452103576,3.254619594765409,1,0,1,2,0,0,1,1,0,0,1
4.859206018996836,4.859206018996836,4.859206018996836,28.607194141219725,3.388017377110765,1,0,1,1,0,0,0,1,0,1,1
4.5719907872902725,4.5719907872902725,3.889127901350943,16.271524273861843,2.849059149633894,1,0,1,2,1,0,1,0,1,1,1
3.278106534463761,9.834319603391284,2.62196566718808,85.82158242365918,3.388017377110765,0,1,3,2,0,1,0,0,1,1,0
3.080799261443715,6.16159852288743,3.080799261443715,122.34075723617636,4.1298786583075495,0,0,2,1,0,0,0,0,1,1,1
1.6710784885823522,5.013235465747057,1.6710784885823522,67.2241418139681,3.1530798637273145,0,1,3,1,0,0,0,0,1,1,0
1.485596562193753,4.456789686581259,0.996505732396734,14.53700345492177,1.7657008430265972,0,1,3,2,0,0,1,0,0,1,0
2.8386631726089218,5.677326345217844,2.8386631726089218,6.924170521788724,1.4956162040515286,1,0,2,1,1,0,0,0,1,1,1
2.8987256556118406,5.797451311223681,1.9046416262847277,36.66554035372782,2.9618015926711574,0,0,2,3,0,1,1,0,1,1,1
2.2472732085629583,6.7418196256888745,2.2472732085629583,160.08322029234924,3.995648335791127,1,0,3,1,0,0,0,1,0,1,0
4.515508026048362,4.515508026048362,3.833239504620772,14.351504845033546,2.731213504735112,0,1,1,2,0,0,1,0,0,1,0
4.013998197338268,4.013998197338268,4.013998197338268,24.978147177315137,3.257255691428861,0,0,1,1,0,0,0,0,0,1,1
3.1587903077087334,6.317580615417467,3.1587903077087334,36.46903698624766,2.9567065030405977,0,0,2,1,0,0,0,0,1,1,0
4.076988140523864,4.076988140523864,3.011730286855394,7.545153118671159,2.145364235502522,1,0,1,3,1,1,1,0,1,1,1
2.947256060096876,8.841768180290629,2.947256060096876,36.37797890056537,2.574594460233554,1,0,3,1,0,0,0,1,1,1,1
2.4440152084119235,7.332045625235771,2.4440152084119235,80.21188674285214,3.322777918459612,1,0,3,1,0,0,0,1,1,1,0
3.176790532723416,9.530371598170248,3.176790532723416,6.228975104308992,1.1237357140614683,1,0,3,1,0,0,0,1,1,1,1
2.955868153458848,8.867604460376544,2.3134459003267915,44.74297376001894,2.7672196210445,1,0,3,2,1,0,1,0,1,0,0
2.743977033844287,8.231931101532862,1.7663675844260711,61.13193324711955,3.06233012979097,1,0,3,3,1,0,2,0,1,0,1
4.312356301618797,4.312356301618797,4.312356301618797,42.87584639718023,3.7813639727037818,0,1,1,1,0,0,0,0,0,1,1
0.6140498592012428,1.8421495776037284,0.6140498592012428,97.76445112181064,3.514173337325017,0,1,3,1,0,0,0,0,1,1,0
3.231136356438699,9.693409069316097,2.576741099264104,85.82158242365918,3.388017377110765,0,1,3,2,0,0,1,0,0,1,1
2.1463756286569358,6.439126885970806,2.1463756286569358,85.82158242365918,3.388017377110765,1,0,3,1,1,0,0,0,1,1,1
2.68960784821316,8.068823544639478,1.7183461275575798,114.38216483757505,3.6668226892769726,1,0,3,3,0,0,2,1,0,1,1
3.1961392978943306,6.392278595788661,2.543096938469348,54.27973066754856,3.337187266094632,0,0,2,2,0,1,0,0,1,1,0
4.3284201405858695,4.3284201405858695,2.600519430910172,28.607194141219725,3.388017377110765,1,0,1,6,1,1,4,0,0,1,1
5.028672311332353,5.028672311332353,4.342051286855472,47.88095452832951,3.889387842666319,1,0,1,2,0,0,1,1,1,1,1
2.173193690201702,4.346387380403404,1.5878362678763394,47.67168996098836,3.2122879717572115,0,0,2,2,0,0,1,0,1,1,0
3.327604661358782,9.982813984076346,3.327604661358782,80.68907964003918,3.3284962100649085,0,1,3,1,0,0,0,0,0,1,0
2.963854534655968,8.891563603967903,2.3210387716522924,89.6581453308605,3.4303045752649086,1,0,3,2,0,1,0,1,1,1,1
4.2860524844900025,4.2860524844900025,3.606570639090877,19.41147205519996,3.016097098434546,0,0,1,2,0,1,0,0,1,0,0
2.4947084547602607,7.484125364280782,1.8808533984219349,51.85294125052869,2.9060435201437658,1,0,3,2,1,1,0,0,0,1,1
1.1531636032726134,2.3063272065452267,0.7343371073848078,57.21438828243945,3.388017377110765,0,1,2,2,0,1,0,0,0,1,0
3.7515819157253367,3.7515819157253367,3.7515819157253367,26.19234584276641,3.302935530861273,1,0,1,1,0,0,0,1,1,0,1
4.209231556544208,4.209231556544208,3.139901879198367,43.66624349485038,3.799218037242036,1,0,1,3,0,1,1,0,1,1,1
3.1250485450240477,6.250097090048095,3.1250485450240477,44.49700227966718,3.1462406628513406,1,0,2,1,0,0,0,1,1,1,1
3.181240414458236,9.543721243374709,3.181240414458236,85.82158242365918,3.388017377110765,0,0,3,1,0,0,0,0,1,1,0
3.722688918216354,7.445377836432708,3.722688918216354,41.270714123981726,3.074328877445946,1,0,2,1,0,0,0,1,0,1,0
2.7836584758104315,8.350975427431294,1.8016052841685803,85.82158242365918,3.388017377110765,1,0,3,3,0,2,0,1,1,1,1
2.750144985281945,8.250434955845837,2.118956682638842,127.7432352647658,3.774623075001688,0,1,3,2,0,1,0,0,1,0,1
2.7786018570531548,5.5572037141063095,2.7786018570531548,112.828503279968,4.0502925589184215,1,0,2,1,1,0,0,0,0,1,1
0.5427892989713833,1.62836789691415,0.3077787741509033,55.83172532661807,2.9760689671047187,0,1,3,2,0,0,1,0,1,1,0
2.214158169135974,6.642474507407922,1.6246909905219011,85.74211323690359,3.387122270802396,0,1,3,2,0,1,0,0,1,1,0
2.941540044470564,5.883080088941128,2.941540044470564,57.21438828243945,3.388017377110765,0,1,2,1,0,0,0,0,1,1,0
3.08205674801342,9.246170244040258,3.08205674801342,85.82158242365918,3.388017377110765,0,1,3,1,0,0,0,0,1,1,0
3.2655723703753243,6.531144740750649,2.609889629454752,74.88885672751844,3.6492137794376975,0,1,2,2,0,0,1,0,1,1,1
3.1448201590387868,6.2896403180775735,3.1448201590387868,37.31950648624282,2.9785735634256763,1,0,2,1,1,0,0,0,1,1,1
4.024637149797281,4.024637149797281,3.349202086543775,36.61728278507399,3.6274635933290207,0,1,1,2,0,0,1,0,1,1,1
1.3498637520038022,4.049591256011406,1.3498637520038022,35.62618416611209,2.555318104102172,1,0,3,1,0,0,0,1,1,1,1
1.2160989841237766,3.6482969523713296,0.465932854875254,86.49803393358445,3.395604369148897,0,1,3,4,0,2,1,0,1,1,0
0.5950932400845571,0.5950932400845571,0.5950932400845571,21.74126982987941,3.1241813280069235,0,1,1,1,0,0,0,0,1,1,1
2.894800823975283,5.789601647950566,2.2554882443563136,83.6399303867277,3.757004470301885,0,1,2,2,0,1,0,0,1,0,0
3.088876472951808,9.266629418855423,3.088876472951808,85.82158242365918,3.388017377110765,1,0,3,1,1,0,0,0,1,1,0
4.893001997228461,4.893001997228461,4.893001997228461,15.021465392872951,2.7739294101705068,0,1,1,1,0,0,0,0,1,0,0
4.825796972906025,4.825796972906025,4.825796972906025,12.29438995541518,2.5873421383782267,0,0,1,1,0,0,0,0,1,0,1
2.290431536821476,6.871294610464426,1.693705528752667,87.96573042244461,3.411870558157039,1,0,3,2,1,0,1,0,1,0,0
3.1421718706823905,9.426515612047172,2.4913069573856865,95.52907181060996,3.4917393612485124,0,0,3,2,0,1,0,0,1,1,1
2.458673893451563,4.917347786903126,1.8476119381003735,43.49211324821277,3.124391795168562,0,1,2,2,0,0,1,0,0,1,1
3.036255023304996,9.108765069914988,2.3900051364681514,85.82158242365918,3.388017377110765,0,1,3,2,0,0,1,0,1,1,0
0.5403572411720114,1.6210717235160343,0.5403572411720114,68.54057471311827,3.171652478581965,1,0,3,1,0,0,0,1,0,1,1
3.2636350184381517,3.2636350184381517,1.9859684234441484,25.89232277821137,3.291840847294365,0,1,1,4,0,2,1,0,0,1,1
3.303985060600306,9.911955181800918,3.303985060600306,16.874142813700757,1.8908072420718076,1,0,3,1,0,0,0,1,1,0,1
2.942421155254696,5.884842310509392,2.942421155254696,69.1235438601419,3.571271238708848,0,0,2,1,0,0,0,0,1,0,1
2.146188559791664,6.438565679374992,1.0605815339001017,124.82031826395652,3.752013225489563,1,0,3,4,0,0,3,1,0,1,0
3.127729364739809,9.383188094219426,2.4774665406903056,113.64832635687458,3.6605513621342474,1,0,3,2,1,1,0,0,1,1,1
3.167119265295166,9.501357795885497,3.167119265295166,120.54560812897918,3.717998095817644,1,0,3,1,1,0,0,0,0,1,1
4.148453887869133,4.148453887869133,4.148453887869133,47.76841719041731,3.8870829146211214,0,1,1,1,0,0,0,0,1,1,0
2.7867196586068936,8.360158975820681,2.7867196586068936,65.83788563536538,3.1331419680165165,1,0,3,1,0,0,0,1,1,1,1
3.107680542238512,6.215361084477023,1.662754957655831,94.75212562860436,3.879005121430094,0,1,2,5,0,0,4,0,1,1,0
4.0665467585120645,4.0665467585120645,4.0665467585120645,38.03161842003576,3.664372046385502,0,1,1,1,0,0,0,0,1,1,0
2.721755848158322,2.721755848158322,2.721755848158322,8.697644203142627,2.2718829903572986,0,1,1,1,0,0,0,0,1,1,1
3.069818816906689,9.209456450720069,3.069818816906689,126.27291769488872,3.7633135219221865,1,0,3,1,0,0,0,0,1,1,1
1.9932298448607704,5.979689534582311,1.9932298448607704,85.82158242365918,3.388017377110765,1,0,3,1,1,0,0,0,0,1,0
4.713951942521434,4.713951942521434,4.713951942521434,28.607194141219725,3.388017377110765,1,0,1,1,1,0,0,0,0,1,0
2.779086317076046,8.337258951228137,2.779086317076046,85.82158242365918,3.388017377110765,0,0,3,1,0,0,0,0,1,1,0
4.98204101322106,4.98204101322106,3.89705554982636,28.607194141219725,3.388017377110765,0,1,1,3,0,2,0,0,0,1,1
1.1280739988177286,3.384221996453186,0.5286066010610777,85.82158242365918,3.388017377110765,1,0,3,3,0,2,0,1,0,1,0
4.651197489351135,4.651197489351135,3.571505397314298,57.09448471237766,4.0620707318541625,0,0,1,3,0,0,2,0,0,0,1
2.6009622683923443,7.8028868051770335,1.9793932798718616,148.81679138140186,3.924062185336764,0,1,3,2,0,1,0,0,1,1,0
2.572787787315139,5.145575574630278,1.95319072408884,75.51829171048912,3.657366750021356,0,1,2,2,0,0,1,0,0,1,1
2.031511007922286,6.094533023766858,0.9769718226844216,25.136151159367778,2.2384429789432123,0,1,3,4,0,2,1,0,1,1,0
4.568236455694771,4.568236455694771,3.885412054001855,28.607194141219725,3.388017377110765,0,1,1,2,0,0,1,0,1,1,0
3.306765815763565,6.61353163152713,2.64959800951618,43.40973217403794,3.122579266581364,0,0,2,2,0,0,1,0,0,0,0
4.479377911839218,4.479377911839218,4.479377911839218,33.28969024742746,3.534844733113161,0,0,1,1,0,0,0,0,1,1,0
2.691764980471841,8.075294941415523,2.064181954133349,85.82158242365918,3.388017377110765,0,1,3,2,0,1,0,0,1,1,1
2.303784373569528,6.9113531207085845,2.303784373569528,84.68076314485359,3.3750902382443293,1,0,3,1,1,0,0,0,0,1,1
2.8140964815695906,5.628192963139181,2.8140964815695906,57.21438828243945,3.388017377110765,0,0,2,1,0,0,0,0,1,1,0
2.036038093072223,6.108114279216668,1.465590636435942,66.97701304929166,3.1495545144409656,0,1,3,2,0,0,1,0,0,1,0
2.2875932751748085,6.8627798255244254,2.2875932751748085,51.0399841777626,2.891111931636329,1,0,3,1,1,0,0,0,1,0,0
2.931588341222683,8.794765023668049,2.290380924155139,84.2941019116937,3.3706706107461057,0,1,3,2,0,0,1,0,1,1,0
2.978138405152943,8.934415215458829,2.978138405152943,79.78820864360917,3.317673354896288,1,0,3,1,1,0,0,0,1,1,0
2.1091459643861667,4.2182919287723335,1.2278065115773331,57.21438828243945,3.388017377110765,1,0,2,3,0,0,2,1,0,0,1
3.693324559976142,3.693324559976142,2.643291211218746,0.5,0.4054651081081644,0,1,1,3,0,2,0,0,1,1,1
2.118277565465034,6.354832696395102,2.118277565465034,75.77496372328123,3.26798293846457,0,1,3,1,0,0,0,0,0,1,0
2.6017781590192604,7.805334477057781,2.6017781590192604,106.68937942903668,3.5990402592410597,1,0,3,1,0,0,0,1,0,1,1
0.5403572411720114,1.6210717235160343,0.3062412799630639,68.00507643779451,3.1641390849411315,1,0,3,2,1,0,1,0,1,1,0
2.502328995479869,5.004657990959739,2.502328995479869,57.21438828243945,3.388017377110765,0,1,2,1,0,0,0,0,1,0,1
1.9663008387030476,3.932601677406095,0.930607752468948,60.265025432635085,3.438252698071046,0,1,2,4,0,1,2,0,0,1,0
2.845136102302876,8.535408306908629,1.8565010947385363,95.31397461075832,3.4895538912573105,0,1,3,3,0,1,1,0,1,1,0
2.621954768144108,7.865864304432324,1.998949774860999,156.5001300832934,3.973432449125695,1,0,3,2,0,0,1,1,1,1,0
2.3321050595300377,6.9963151785901125,1.4109544528562616,132.56514451312623,3.81084000743273,0,1,3,3,0,2,0,0,0,1,0
1.703620183661356,5.110860550984068,0.7530421244614831,151.01787583329002,3.9384563838486697,1,0,3,4,0,2,1,1,0,1,1
2.3440340909065847,7.032102272719754,1.2106901920734603,1.5,0.4054651081081644,1,0,3,4,1,2,1,0,1,1,1
4.038926985187283,4.038926985187283,4.038926985187283,30.96384023797394,3.4646052713134514,0,1,1,1,0,0,0,0,1,1,0
5.116395529855357,5.116395529855357,5.116395529855357,59.45142344286408,4.101840124225485,0,1,1,1,0,0,0,0,1,1,1
3.089960049588837,9.269880148766513,3.089960049588837,115.04867690294148,3.6724847668627927,0,1,3,1,0,0,0,0,1,1,0
2.137038053985081,6.4111141619552425,2.137038053985081,69.50428071929653,3.1850333158535573,0,1,3,1,0,0,0,0,0,1,1
4.535389146835735,4.535389146835735,4.535389146835735,28.607194141219725,3.388017377110765,0,1,1,1,0,0,0,0,0,1,1
4.88439459300718,4.88439459300718,3.304762836662788,28.607194141219725,3.388017377110765,0,1,1,5,0,1,3,0,1,1,0
2.136754804641152,6.410264413923455,2.136754804641152,99.73403765198032,3.533531201321042,1,0,3,1,0,0,0,1,0,1,0
2.6493258559492,2.6493258559492,2.6493258559492,34.46824406128787,3.5686377626626844,0,1,1,1,0,0,0,0,0,1,1
1.92321161838996,1.92321161838996,0.9004560219713593,31.834290669101776,3.4914734165194354,0,1,1,4,0,0,3,0,1,1,1
3.185447264762644,9.556341794287931,3.185447264762644,101.10156901306378,3.5467547590108315,1,0,3,1,1,0,0,0,1,1,1
2.523446041150703,7.570338123452109,1.907429162237032,87.07233138678698,3.402000740958057,1,0,3,2,1,0,1,0,0,1,1
2.79304064849968,8.37912194549904,2.159326544610941,125.1029155448517,3.754221679888548,1,0,3,2,1,1,0,0,1,0,1
4.0304831451311705,4.0304831451311705,4.0304831451311705,15.396454424002137,2.7970651177985286,1,0,1,1,0,0,0,1,1,1,1
1.3498378241092754,4.049513472327826,0.8872326042741419,43.23219223802431,2.735064068454839,0,1,3,2,0,1,0,0,1,1,0
3.431888228982952,3.431888228982952,1.944051279570313,54.78234661906182,4.021457450498071,0,1,1,5,0,4,0,0,1,1,0
2.026792064934678,4.053584129869356,2.026792064934678,57.21438828243945,3.388017377110765,1,0,2,1,0,0,0,1,1,0,1
3.0349529867072724,9.104858960121817,1.4586150226995167,100.59817588504905,3.5419074337150915,1,0,3,6,1,4,1,0,1,1,0
